product_id,url,primary_keyword,seo_title,seo_title_length,meta_description,meta_description_length,focus_keyword_exact,seo_title_exact,meta_description_exact,seo_title_unique,meta_description_unique,focus_keyword_unique,canonical_db_preserved,effective_canonical_valid,frontend_title_exact,frontend_meta_exact,qa_status
7085,http://localhost/hopgiayvpn/product/custom-toy-packaging-box/,"custom toy packaging box","Custom Toy Packaging Box for Toys Brands Manufacturer",53,"Custom Toy Packaging Box is developed for wooden toy makers, Montessori brands, preschool suppliers, educational retailers, and private-label toy companies.",156,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7086,http://localhost/hopgiayvpn/product/educational-toy-packaging-box/,"educational toy packaging box","Educational Toy Packaging Box for Toys Brands Manufacturer",58,"Educational Toy Packaging Box is developed for learning brands, preschool chains, tutoring suppliers, school distributors, and child-development product.",153,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7087,http://localhost/hopgiayvpn/product/puzzle-packaging-box/,"puzzle packaging box","Puzzle Packaging Box for Toys Brands Manufacturer Supplier",58,"Puzzle Packaging Box is developed for puzzle publishers, museum shops, gift brands, educational retailers, and custom artwork licensors packing jigsaw puzzle.",158,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7088,http://localhost/hopgiayvpn/product/coffee-capsule-packaging-box/,"coffee capsule packaging box","Coffee Capsule Packaging Box for Tea Brands Manufacturer",56,"Coffee Capsule Packaging Box is developed for coffee roasters, capsule fillers, private-label beverage brands, hotels, offices, and specialty retailers.",152,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7089,http://localhost/hopgiayvpn/product/coffee-drip-bag-packaging-box/,"coffee drip bag packaging box","Coffee Drip Bag Packaging Box for Tea Brands Manufacturer",57,"Coffee Drip Bag Packaging Box is developed for specialty roasters, hotel suppliers, travel coffee brands, office programs, and private-label beverage.",150,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7090,http://localhost/hopgiayvpn/product/custom-coffee-bean-packaging-box/,"custom coffee bean packaging box","Custom Coffee Bean Packaging Box for Tea Brands Manufacturer",60,"Custom Coffee Bean Packaging Box is developed for specialty roasters, cafe chains, origin exporters, private-label sellers, and gourmet food retailers packing.",159,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7091,http://localhost/hopgiayvpn/product/custom-tea-bag-packaging-box/,"custom tea bag packaging box","Custom Tea Bag Packaging Box for Tea Brands Manufacturer",56,"Custom Tea Bag Packaging Box is developed for tea blenders, wellness brands, hotel suppliers, grocery retailers, and private-label beverage companies packing.",158,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7092,http://localhost/hopgiayvpn/product/loose-leaf-tea-packaging-box/,"loose leaf tea packaging box","Loose Leaf Tea Packaging Box for Tea Brands Manufacturer",56,"Loose Leaf Tea Packaging Box is developed for tea estates, specialty blenders, wellness retailers, private-label brands, and export tea suppliers packing.",154,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7093,http://localhost/hopgiayvpn/product/tea-coffee-gift-set-box/,"tea coffee gift set box","Tea Coffee Gift Set Box for Tea Brands Manufacturer",51,"Tea Coffee Gift Set Box is developed for premium beverage brands, corporate gift buyers, hotels, distributors, and seasonal retail programs packing tea tins.",157,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7094,http://localhost/hopgiayvpn/product/tea-gift-box-with-compartments/,"tea gift box with compartments","Tea Gift Box With Compartments for Tea Brands Manufacturer",58,"Tea Gift Box With Compartments is developed for tea houses, hospitality brands, corporate gift teams, wellness retailers, and seasonal gift suppliers packing.",158,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7095,http://localhost/hopgiayvpn/product/custom-pet-food-packaging-box/,"custom pet food packaging box","Custom Pet Food Packaging Box for Pet Food Brands Supplier",58,"Custom Pet Food Packaging Box is developed for pet food brands, veterinary retailers, subscription suppliers, distributors, and private-label manufacturers.",156,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7096,http://localhost/hopgiayvpn/product/custom-pet-treat-packaging-box/,"custom pet treat packaging box","Custom Pet Treat Packaging Box for Pet Food Brands",50,"Custom Pet Treat Packaging Box is developed for pet treat brands, bakeries, veterinary shops, training suppliers, and private-label pet retailers packing.",154,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7097,http://localhost/hopgiayvpn/product/pet-accessory-gift-box/,"pet accessory gift box","Pet Accessory Gift Box for Pet Food Brands Manufacturer",55,"Pet Accessory Gift Box is developed for pet accessory brands, boutiques, groomers, corporate gift teams, and premium ecommerce retailers packing collars.",153,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7098,http://localhost/hopgiayvpn/product/pet-grooming-product-packaging-box/,"pet grooming product packaging box","Pet Grooming PRoduct Packaging Box for Pet Food Brands",54,"Pet Grooming Product Packaging Box is developed for pet grooming brands, salons, veterinary retailers, private-label care suppliers, and ecommerce sellers.",155,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7099,http://localhost/hopgiayvpn/product/pet-product-sample-kit-box/,"pet product sample kit box","Pet PRoduct Sample Kit Box for Pet Food Brands Manufacturer",59,"Pet Product Sample Kit Box is developed for pet brands, veterinary programs, subscription marketers, retail launch teams, and distributor sampling campaigns.",157,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7100,http://localhost/hopgiayvpn/product/pet-subscription-mailer-box/,"pet subscription mailer box","Pet Subscription Mailer Box for Pet Food Brands Manufacturer",60,"Pet Subscription Mailer Box is developed for pet subscription companies, ecommerce brands, loyalty programs, shelters, and direct-to-consumer retailers.",152,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7101,http://localhost/hopgiayvpn/product/pet-supplement-packaging-box/,"pet supplement packaging box","Pet Supplement Packaging Box for Pet Food Brands Supplier",57,"Pet Supplement Packaging Box is developed for pet supplement brands, veterinary distributors, private-label laboratories, wellness retailers, and ecommerce.",156,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7181,http://localhost/hopgiayvpn/product/custom-white-paper-shopping-bag-with-brown-rope-handles/,"white paper shopping bag with brown rope handles","Custom White Paper Shopping Bag With Brown Rope Handles",55,"CUSTOM WHITE PAPER SHOPPING BAG WITH BROWN ROPE HANDLES is designed for fashion boutiques, cosmetics retailers, premium food shops, corporate stores, and.",154,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7187,http://localhost/hopgiayvpn/product/custom-rust-paper-shopping-bag-with-rope-handles/,"rust paper shopping bag with rope handles","Custom Rust Paper Shopping Bag With Rope Handles Supplier",57,"CUSTOM RUST PAPER SHOPPING BAG WITH ROPE HANDLES is designed for apparel labels, leather-goods stores, home-lifestyle brands, artisan retailers, and seasonal.",158,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7192,http://localhost/hopgiayvpn/product/custom-pink-paper-gift-bag-with-twisted-handles/,"pink paper gift bag with twisted handles","Custom Pink Paper Gift Bag With Twisted Handles Manufacturer",60,"CUSTOM PINK PAPER GIFT BAG WITH TWISTED HANDLES is designed for beauty shops, jewelry and accessory retailers, gift boutiques, bakery counters, and.",148,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7199,http://localhost/hopgiayvpn/product/custom-lime-green-paper-shopping-bag-with-rope-handles/,"lime green paper shopping bag with rope handles","Custom Lime Green Paper Shopping Bag With Rope Handles",54,"CUSTOM LIME GREEN PAPER SHOPPING BAG WITH ROPE HANDLES is designed for wellness brands, natural-product retailers, sports shops, children’s stores, beverage.",157,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7204,http://localhost/hopgiayvpn/product/custom-birthday-paper-gift-bag-with-candle-print/,"birthday paper gift bag with candle print","Custom Birthday Paper Gift Bag With Candle PRint Supplier",57,"CUSTOM BIRTHDAY PAPER GIFT BAG WITH CANDLE PRINT is designed for party-supply brands, birthday retailers, stationery chains, toy shops, bakeries, and.",150,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7209,http://localhost/hopgiayvpn/product/custom-birthday-paper-gift-bag-with-present-print/,"birthday paper gift bag with present print","Custom Birthday Paper Gift Bag With PResent PRint Supplier",58,"CUSTOM BIRTHDAY PAPER GIFT BAG WITH PRESENT PRINT is designed for gift shops, department stores, card retailers, toy and lifestyle chains, and private-label.",157,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7291,http://localhost/hopgiayvpn/product/custom-christmas-gift-box-with-ribbon/,"custom christmas gift box with ribbon","Custom Christmas Gift Box With Ribbon Manufacturer",50,"CUSTOM CHRISTMAS GIFT BOX WITH RIBBON is a two-piece rigid presentation box developed for corporate holiday programs, seasonal retail collections, beauty and.",158,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
