product_id,title,url,url_http_status,search_intent,primary_keyword,secondary_keyword_1,secondary_keyword_2,secondary_keyword_3,secondary_keyword_4,secondary_keyword_5,search_volume,keyword_difficulty,decision_flag,decision_reason,owner_review
5581,"CUSTOM PERFUME BOX WITH PAPER INSERT",http://localhost/hopgiayvpn/product/custom-perfume-box-with-paper-insert/,200,"Commercial investigation — source perfume box with paper insert for perfume; evaluate perfume box with paper insert.","perfume box with paper insert","perfume packaging box","perfume box with paper insert manufacturer","perfume box with paper insert for perfume","sbs paperboard perfume box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
5609,"CUSTOM PERFUME DRAWER BOX WITH INSERT",http://localhost/hopgiayvpn/product/custom-perfume-drawer-box-with-insert/,200,"Commercial investigation — source perfume drawer box with insert for perfume; evaluate perfume drawer box with insert.","perfume drawer box with insert","perfume packaging box","perfume drawer box with insert manufacturer","perfume drawer box with insert for perfume","rigid greyboard perfume box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
5635,"CUSTOM PERFUME SAMPLE SET BOX",http://localhost/hopgiayvpn/product/custom-perfume-sample-set-box/,200,"Commercial investigation — source perfume sample set box for perfume samples; evaluate perfume sample set box.","perfume sample set box","perfume samples packaging box","perfume sample set box manufacturer","perfume sample set box for perfume samples","rigid greyboard perfume samples box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
5661,"CUSTOM REFILLABLE PERFUME PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-refillable-perfume-packaging-box/,200,"Commercial investigation — source refillable perfume packaging box for refillable perfume; evaluate refillable perfume packaging box.","refillable perfume packaging box","refillable perfume packaging box manufacturer","refillable perfume packaging box for refillable perfume","kraft paperboard refillable perfume box",,,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
5685,"CUSTOM FOLDING CARTON PERFUME BOX",http://localhost/hopgiayvpn/product/custom-folding-carton-perfume-box/,200,"Commercial investigation — source folding carton perfume box for perfume; evaluate folding carton perfume box.","folding carton perfume box","perfume packaging box","folding carton perfume box manufacturer","folding carton perfume box for perfume","sbs paperboard perfume box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
5709,"CUSTOM LUXURY PERFUME BOX WITH MAGNETIC CLOSURE",http://localhost/hopgiayvpn/product/custom-luxury-perfume-box-with-magnetic-closure/,200,"Commercial investigation — source luxury perfume box with magnetic closure for perfume; evaluate luxury perfume magnetic closure box.","luxury perfume box with magnetic closure","luxury perfume magnetic closure box","perfume packaging box","luxury perfume box with magnetic closure manufacturer","luxury perfume magnetic closure box for perfume","rigid greyboard perfume box",,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
5735,"CUSTOM MINI PERFUME BOTTLE PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-mini-perfume-bottle-packaging-box/,200,"Commercial investigation — source mini perfume bottle packaging box for mini perfume; evaluate mini perfume bottle packaging box.","mini perfume bottle packaging box","mini perfume packaging box","mini perfume bottle packaging box manufacturer","mini perfume bottle packaging box for mini perfume","sbs paperboard mini perfume box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
5757,"CUSTOM PERFUME BOX WITH EVA FOAM INSERT",http://localhost/hopgiayvpn/product/custom-perfume-box-with-eva-foam-insert/,200,"Commercial investigation — source perfume box with eva foam insert for perfume; evaluate perfume box with eva foam insert.","perfume box with eva foam insert","perfume packaging box","perfume box with eva foam insert manufacturer","perfume box with eva foam insert for perfume","rigid greyboard perfume box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
5779,"CUSTOM PERFUME BOX WITH LID AND BASE",http://localhost/hopgiayvpn/product/custom-perfume-box-with-lid-and-base/,200,"Commercial investigation — source perfume box with lid and base for perfume; evaluate perfume box with lid and base.","perfume box with lid and base","perfume packaging box","perfume box with lid and base manufacturer","perfume box with lid and base for perfume","rigid greyboard perfume box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
5803,"CUSTOM CORRUGATED APPAREL MAILER BOX",http://localhost/hopgiayvpn/product/custom-corrugated-apparel-mailer-box/,200,"Commercial investigation — source corrugated apparel mailer box for apparel; evaluate corrugated apparel mailer box.","corrugated apparel mailer box","apparel packaging box","corrugated apparel mailer box manufacturer","corrugated apparel mailer box for apparel","kraft corrugated board apparel box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
5824,"CUSTOM CORRUGATED BOOK MAILER BOX",http://localhost/hopgiayvpn/product/custom-corrugated-book-mailer-box/,200,"Commercial investigation — source corrugated book mailer box for books; evaluate corrugated book mailer box.","corrugated book mailer box","books packaging box","corrugated book mailer box manufacturer","corrugated book mailer box for books","kraft corrugated board books box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
5849,"CUSTOM CORRUGATED BOTTLE SHIPPING BOX WITH DIVIDERS",http://localhost/hopgiayvpn/product/custom-corrugated-bottle-shipping-box-with-dividers/,200,"Commercial investigation — source corrugated bottle shipping box with dividers for beverage; evaluate corrugated bottle shipping box with dividers.","corrugated bottle shipping box with dividers","beverage packaging box","corrugated bottle shipping box with dividers manufacturer","corrugated bottle shipping box with dividers for beverage","kraft corrugated board beverage box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
5873,"CUSTOM CORRUGATED CANDLE SHIPPING BOX",http://localhost/hopgiayvpn/product/custom-corrugated-candle-shipping-box/,200,"Commercial investigation — source corrugated candle shipping box for candles; evaluate corrugated candle shipping box.","corrugated candle shipping box","candles packaging box","corrugated candle shipping box manufacturer","corrugated candle shipping box for candles","kraft corrugated board candles box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, insert/support, packed product/use",YES
5897,"CUSTOM CORRUGATED COSMETIC MAILER BOX",http://localhost/hopgiayvpn/product/custom-corrugated-cosmetic-mailer-box/,200,"Commercial investigation — source corrugated cosmetic mailer box for cosmetics; evaluate corrugated cosmetic mailer box.","corrugated cosmetic mailer box","cosmetics packaging box","corrugated cosmetic mailer box manufacturer","corrugated cosmetic mailer box for cosmetics","white corrugated board cosmetics box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
5924,"CUSTOM CORRUGATED ELECTRONICS MAILER BOX",http://localhost/hopgiayvpn/product/custom-corrugated-electronics-mailer-box/,200,"Commercial investigation — source corrugated electronics mailer box for electronics accessories; evaluate corrugated electronics mailer box.","corrugated electronics mailer box","electronics accessories packaging box","corrugated electronics mailer box manufacturer","corrugated electronics mailer box for electronics accessories","white e flute electronics accessories box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
5952,"CUSTOM CORRUGATED FOOD DELIVERY BOX",http://localhost/hopgiayvpn/product/custom-corrugated-food-delivery-box/,200,"Commercial investigation — source corrugated food delivery box for food delivery; evaluate corrugated food delivery box.","corrugated food delivery box","food delivery packaging box","corrugated food delivery box manufacturer","corrugated food delivery box for food delivery","kraft corrugated board food delivery box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
5972,"CUSTOM CORRUGATED GIFT SET MAILER BOX",http://localhost/hopgiayvpn/product/custom-corrugated-gift-set-mailer-box/,200,"Commercial investigation — source corrugated gift set mailer box for corporate gifts; evaluate corrugated gift set mailer box.","corrugated gift set mailer box","corporate gifts packaging box","corrugated gift set mailer box manufacturer","corrugated gift set mailer box for corporate gifts","white corrugated board corporate gifts box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
6000,"CUSTOM CORRUGATED SHOE MAILER BOX",http://localhost/hopgiayvpn/product/custom-corrugated-shoe-mailer-box/,200,"Commercial investigation — source corrugated shoe mailer box for footwear; evaluate corrugated shoe mailer box.","corrugated shoe mailer box","footwear packaging box","corrugated shoe mailer box manufacturer","corrugated shoe mailer box for footwear","kraft corrugated board footwear box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
6024,"CUSTOM CORRUGATED SUBSCRIPTION BOX",http://localhost/hopgiayvpn/product/custom-corrugated-subscription-box/,200,"Commercial investigation — source corrugated subscription box for subscription box; evaluate corrugated subscription box.","corrugated subscription box","subscription box packaging box","corrugated subscription box manufacturer","corrugated subscription box for subscription box","white corrugated board subscription box box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
7081,"BOARD GAME PACKAGING BOX",http://localhost/hopgiayvpn/product/board-game-packaging-box/,200,"Commercial investigation — source board game packaging box for toys; evaluate rigid board game lid and base box.","board game packaging box","rigid board game lid and base box","toys packaging box","board game packaging box manufacturer","rigid board game lid and base box for toys","sbs paperboard toys box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
7082,"CARD GAME PACKAGING BOX",http://localhost/hopgiayvpn/product/card-game-packaging-box/,200,"Commercial investigation — source card game packaging box for toys; evaluate folding carton card game box.","card game packaging box","folding carton card game box","toys packaging box","card game packaging box manufacturer","folding carton card game box for toys","sbs paperboard toys box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
7083,"CHILDRENS CRAFT KIT PACKAGING BOX",http://localhost/hopgiayvpn/product/childrens-craft-kit-packaging-box/,200,"Commercial investigation — source children s craft kit packaging box for toys; evaluate children s craft kit mailer box.","children s craft kit packaging box","children s craft kit mailer box","toys packaging box","children s craft kit packaging box manufacturer","children s craft kit mailer box for toys","sbs paperboard toys box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
7084,"COLLECTIBLE FIGURE PACKAGING BOX",http://localhost/hopgiayvpn/product/collectible-figure-packaging-box/,200,"Commercial investigation — source collectible figure packaging box for toys; evaluate window collectible figure carton.","collectible figure packaging box","window collectible figure carton","toys packaging box","collectible figure packaging box manufacturer","window collectible figure carton for toys","sbs paperboard toys box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
7085,"CUSTOM TOY PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-toy-packaging-box/,200,"Commercial investigation — source custom toy packaging box for toys; evaluate toy building block packaging box.","custom toy packaging box","toy building block packaging box","toys packaging box","custom toy packaging box manufacturer","toy building block packaging box for toys","sbs paperboard toys box",,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, insert/support",YES
7086,"EDUCATIONAL TOY PACKAGING BOX",http://localhost/hopgiayvpn/product/educational-toy-packaging-box/,200,"Commercial investigation — source educational toy packaging box for toys; evaluate rigid educational toy set box.","educational toy packaging box","rigid educational toy set box","toys packaging box","educational toy packaging box manufacturer","rigid educational toy set box for toys","sbs paperboard toys box",,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, insert/support",YES
7087,"PUZZLE PACKAGING BOX",http://localhost/hopgiayvpn/product/puzzle-packaging-box/,200,"Commercial investigation — source puzzle packaging box for toys; evaluate rigid jigsaw puzzle box.","puzzle packaging box","rigid jigsaw puzzle box","toys packaging box","puzzle packaging box manufacturer","rigid jigsaw puzzle box for toys","sbs paperboard toys box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
7088,"COFFEE CAPSULE PACKAGING BOX",http://localhost/hopgiayvpn/product/coffee-capsule-packaging-box/,200,"Commercial investigation — source coffee capsule packaging box for tea; evaluate coffee capsule compartment box.","coffee capsule packaging box","coffee capsule compartment box","tea packaging box","coffee capsule packaging box manufacturer","coffee capsule compartment box for tea","sbs paperboard tea box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
7089,"COFFEE DRIP BAG PACKAGING BOX",http://localhost/hopgiayvpn/product/coffee-drip-bag-packaging-box/,200,"Commercial investigation — source coffee drip bag packaging box for tea; evaluate vertical drip coffee sachet carton.","coffee drip bag packaging box","vertical drip coffee sachet carton","tea packaging box","coffee drip bag packaging box manufacturer","vertical drip coffee sachet carton for tea","sbs paperboard tea box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
7090,"CUSTOM COFFEE BEAN PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-coffee-bean-packaging-box/,200,"Commercial investigation — source custom coffee bean packaging box for tea; evaluate coffee bean pouch folding carton.","custom coffee bean packaging box","coffee bean pouch folding carton","tea packaging box","custom coffee bean packaging box manufacturer","coffee bean pouch folding carton for tea","sbs paperboard tea box",,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, insert/support",YES
7091,"CUSTOM TEA BAG PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-tea-bag-packaging-box/,200,"Commercial investigation — source custom tea bag packaging box for tea; evaluate tea bag folding carton.","custom tea bag packaging box","tea bag folding carton","tea packaging box","custom tea bag packaging box manufacturer","tea bag folding carton for tea","sbs paperboard tea box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
7092,"LOOSE LEAF TEA PACKAGING BOX",http://localhost/hopgiayvpn/product/loose-leaf-tea-packaging-box/,200,"Commercial investigation — source loose leaf tea packaging box for tea; evaluate loose leaf tea pouch carton.","loose leaf tea packaging box","loose leaf tea pouch carton","tea packaging box","loose leaf tea packaging box manufacturer","loose leaf tea pouch carton for tea","sbs paperboard tea box",,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, insert/support",YES
7093,"TEA COFFEE GIFT SET BOX",http://localhost/hopgiayvpn/product/tea-coffee-gift-set-box/,200,"Commercial investigation — source tea coffee gift set box for tea; evaluate rigid tea and coffee gift set box.","tea coffee gift set box","rigid tea and coffee gift set box","tea packaging box","tea coffee gift set box manufacturer","rigid tea and coffee gift set box for tea","sbs paperboard tea box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
7094,"TEA GIFT BOX WITH COMPARTMENTS",http://localhost/hopgiayvpn/product/tea-gift-box-with-compartments/,200,"Commercial investigation — source tea gift box with compartments for tea; evaluate compartment tea drawer gift box.","tea gift box with compartments","compartment tea drawer gift box","tea packaging box","tea gift box with compartments manufacturer","compartment tea drawer gift box for tea","sbs paperboard tea box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
7095,"CUSTOM PET FOOD PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-pet-food-packaging-box/,200,"Commercial investigation — source custom pet food packaging box for pet food; evaluate pet food pouch folding carton.","custom pet food packaging box","pet food pouch folding carton","pet food packaging box","custom pet food packaging box manufacturer","pet food pouch folding carton for pet food","sbs paperboard pet food box",,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
7096,"CUSTOM PET TREAT PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-pet-treat-packaging-box/,200,"Commercial investigation — source custom pet treat packaging box for pet food; evaluate pet treat window folding carton.","custom pet treat packaging box","pet treat window folding carton","pet food packaging box","custom pet treat packaging box manufacturer","pet treat window folding carton for pet food","sbs paperboard pet food box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
7097,"PET ACCESSORY GIFT BOX",http://localhost/hopgiayvpn/product/pet-accessory-gift-box/,200,"Commercial investigation — source pet accessory gift box for pet food; evaluate rigid pet accessory gift box.","pet accessory gift box","rigid pet accessory gift box","pet food packaging box","pet accessory gift box manufacturer","rigid pet accessory gift box for pet food","sbs paperboard pet food box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
7098,"PET GROOMING PRODUCT PACKAGING BOX",http://localhost/hopgiayvpn/product/pet-grooming-product-packaging-box/,200,"Commercial investigation — source pet grooming product packaging box for pet food; evaluate pet grooming bottle folding carton.","pet grooming product packaging box","pet grooming bottle folding carton","pet food packaging box","pet grooming product packaging box manufacturer","pet grooming bottle folding carton for pet food","sbs paperboard pet food box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
7099,"PET PRODUCT SAMPLE KIT BOX",http://localhost/hopgiayvpn/product/pet-product-sample-kit-box/,200,"Commercial investigation — source pet product sample kit box for pet food; evaluate pet product sample kit mailer.","pet product sample kit box","pet product sample kit mailer","pet food packaging box","pet product sample kit box manufacturer","pet product sample kit mailer for pet food","sbs paperboard pet food box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
7100,"PET SUBSCRIPTION MAILER BOX",http://localhost/hopgiayvpn/product/pet-subscription-mailer-box/,200,"Commercial investigation — source pet subscription mailer box for pet food; evaluate corrugated pet subscription mailer.","pet subscription mailer box","corrugated pet subscription mailer","pet food packaging box","pet subscription mailer box manufacturer","corrugated pet subscription mailer for pet food","sbs paperboard pet food box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
7101,"PET SUPPLEMENT PACKAGING BOX",http://localhost/hopgiayvpn/product/pet-supplement-packaging-box/,200,"Commercial investigation — source pet supplement packaging box for pet food; evaluate pet supplement bottle folding carton.","pet supplement packaging box","pet supplement bottle folding carton","pet food packaging box","pet supplement packaging box manufacturer","pet supplement bottle folding carton for pet food","sbs paperboard pet food box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
7181,"CUSTOM WHITE PAPER SHOPPING BAG WITH BROWN ROPE HANDLES",http://localhost/hopgiayvpn/product/custom-white-paper-shopping-bag-with-brown-rope-handles/,200,"Commercial investigation — source white paper shopping bag with brown rope handles for fashion; evaluate custom paper shopping bag.","white paper shopping bag with brown rope handles","custom paper shopping bag","fashion packaging box","white paper shopping bag with brown rope handles manufacturer","custom paper shopping bag for fashion","white kraft paper fashion box",,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, packed product/use",YES
7187,"CUSTOM RUST PAPER SHOPPING BAG WITH ROPE HANDLES",http://localhost/hopgiayvpn/product/custom-rust-paper-shopping-bag-with-rope-handles/,200,"Commercial investigation — source rust paper shopping bag with rope handles for apparel; evaluate custom paper shopping bag.","rust paper shopping bag with rope handles","custom paper shopping bag","apparel packaging box","rust paper shopping bag with rope handles manufacturer","custom paper shopping bag for apparel","dyed kraft paper apparel box",,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, packed product/use",YES
7192,"CUSTOM PINK PAPER GIFT BAG WITH TWISTED HANDLES",http://localhost/hopgiayvpn/product/custom-pink-paper-gift-bag-with-twisted-handles/,200,"Commercial investigation — source pink paper gift bag with twisted handles for beauty; evaluate custom paper shopping bag.","pink paper gift bag with twisted handles","custom paper shopping bag","beauty packaging box","pink paper gift bag with twisted handles manufacturer","custom paper shopping bag for beauty","colored kraft paper or printed white kraft selected for crisp folds and lightweight gift retail beauty box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
7199,"CUSTOM LIME GREEN PAPER SHOPPING BAG WITH ROPE HANDLES",http://localhost/hopgiayvpn/product/custom-lime-green-paper-shopping-bag-with-rope-handles/,200,"Commercial investigation — source lime green paper shopping bag with rope handles for wellness; evaluate custom paper shopping bag.","lime green paper shopping bag with rope handles","custom paper shopping bag","wellness packaging box","lime green paper shopping bag with rope handles manufacturer","custom paper shopping bag for wellness","dyed lime kraft paper wellness box",,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, packed product/use",YES
7204,"CUSTOM BIRTHDAY PAPER GIFT BAG WITH CANDLE PRINT",http://localhost/hopgiayvpn/product/custom-birthday-paper-gift-bag-with-candle-print/,200,"Commercial investigation — source birthday paper gift bag with candle print for party supplies; evaluate custom paper shopping bag.","birthday paper gift bag with candle print","custom paper shopping bag","party supplies packaging box","birthday paper gift bag with candle print manufacturer","custom paper shopping bag for party supplies","printed white kraft paper or coated art paper selected for bright multicolor graphics and crisp small details party supplies box",,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, packed product/use",YES
7209,"CUSTOM BIRTHDAY PAPER GIFT BAG WITH PRESENT PRINT",http://localhost/hopgiayvpn/product/custom-birthday-paper-gift-bag-with-present-print/,200,"Commercial investigation — source birthday paper gift bag with present print for department stores; evaluate custom paper shopping bag.","birthday paper gift bag with present print","custom paper shopping bag","department stores packaging box","birthday paper gift bag with present print manufacturer","custom paper shopping bag for department stores","printed white kraft or coated art paper with good opacity for multicolor present and confetti artwork department stores box",,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, packed product/use",YES
7291,"CUSTOM CHRISTMAS GIFT BOX WITH RIBBON",http://localhost/hopgiayvpn/product/custom-christmas-gift-box-with-ribbon/,200,"Commercial investigation — source custom christmas gift box with ribbon for corporate holiday gifts; evaluate two piece lid and base rigid gift box with ribbon bow.","custom christmas gift box with ribbon","two piece lid and base rigid gift box with ribbon bow","corporate holiday gifts packaging box","custom christmas gift box with ribbon manufacturer","two piece lid and base rigid gift box with ribbon bow for corporate holiday gifts","rigid greyboard or recycled solid board wrapped with printed art paper or specialty paper corporate holiday gifts box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
